거래처명,구분,사업자번호,대표자명,업태,종목,주소,전화번호,팩스번호,휴대폰,이메일,대신화물_지점,경동화물_지점,담당자명,담당자연락처,메모,사용여부
권정미,고객업체 (판매),,,,,부산시 부산진구 가야2동657-50 가야동원아파트 3동510호,,,,,,,,,,비활성
안면철물건재,고객업체 (판매),,최기성,,,,041-673-4071,041-673-4072,,,,,,,,비활성
박인규,고객업체 (판매),,,,,,,,,,,,,,,비활성
이현태,고객업체 (판매),,,,,경상북도 의성군 의성읍 경북대로  5829-5 신흥건조기,,,,,,,,,,비활성
(주)스페샬화인,고객업체 (판매),,허수탁,"건설,제조","창호,철물공사",경상북도 구미시 오태8길 28 (오태동),054-464-1641,054-464-0409,,,,,,,,비활성
에스툴종합상사,고객업체 (판매),,,,,"대구광역시 달서구 성서공단북로 161,(호산동)",053-719-3785,053-427-3785,,,,,,,,비활성
디엘산업,고객업체 (판매),,박남순,,,대구광역시 달성군 황원읍 명천로 304,,,,,,,,,,비활성
다인상사,고객업체 (판매),,심동철,도소매,안전용품외,"대전광역시 대덕구 대화로 155, 대화동공구상가 101호(대화동)",042-621-7578,042-621-7579,,,,,,,,비활성
동해도어,고객업체 (판매),,,,,,,,,,,,,,,비활성
신용자원,고객업체 (판매),,,,,,,,,,,,,,,비활성
철마종합상사,고객업체 (판매),,최정숙,,,울산광역시 중구 학성로26 (성남동),,,,,,,,,,비활성
조영민,고객업체 (판매),,조영민,,,대구광역시 동구 팔공로26길 25-1(불로동) 2층,,,,,,,,,,비활성
문창유압호스,고객업체 (판매),201223-2,이주학,도소매,배관자재,전남 목포시 산정공단로 35-1,,,,,,,,,,비활성
성은,고객업체 (판매),,엄승현,도매및소매외,,충청북도 충주시 행정5길 11(목행동),,0504-332-7649,,,,,,,,비활성
미성공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
대한철물(풍양),고객업체 (판매),,,,,,,,,,,,,,,비활성
대성철물(진보),고객업체 (판매),,,,,,,,,,,,,,,비활성
박성수,고객업체 (판매),,,,,경주시 산내면 문복로 197 모아마트 신축상가 201호,,,,,,,,,,비활성
김종옥,고객업체 (판매),,,,,경상남도 진주시 솔밭로139번길 12(상대동) 조은빌라 1층상가,,,,,,,,,,비활성
권순봉,고객업체 (판매),,,,,충남 청양군 남양면 구용길 394-32(남양면),,,,,,,,,,비활성
신우전기,고객업체 (판매),201216-3,서영석,,,경기도 고양시 덕양구 화랑로 161(화전동),02-336-1321,02-337-8648,,,,,,,,비활성
만식식구점,고객업체 (판매),,,,,,,,,,,,,,,비활성
세신철물(후포),고객업체 (판매),,,,,,,,,,,,,,,비활성
대흥철물(죽변),고객업체 (판매),,,,,,,,,,,,,,,비활성
동창산업,고객업체 (판매),,유동곤,,,충남 당진시 채운동 358-3,041-356-6640,041-353-3377,,,,,,,,비활성
신광철물,고객업체 (판매),,정민상,소매,철물,충청남도 태안군 안면읍 응지마을길 34,,,,,,,,,,비활성
기호공구,고객업체 (판매),,강권수,도소매,건축자재외,경상남도 진주시 대신로 323-2(하대동),,055-755-2131,,,,,,,,비활성
대성철강 (태백),고객업체 (판매),,유성종,,,강원도 태백시 태백로 818(황지동),033-553-3800,033-553-3802,,,,,,,,비활성
주식회사 다산이앤지,고객업체 (판매),,김영배,,,경기도 남양주시 오남읍 진건오남로 708번길 39-1,031-575-6684,031-575-6686,,,,,,,,비활성
에스엠툴,고객업체 (판매),,,,,,,,,,,,,,,비활성
두남전기,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)조광,고객업체 (판매),,,,,,,,,,,,,,,비활성
혜림화학,매입업체 (구매),,,,,,,,,,,,,,,비활성
우일종합상사,고객업체 (판매),,박혜경,,,충남 예산군 예산읍 벚꽃로 497,041-333-2289,041-333-2299,,,,,,,,비활성
김상훈,고객업체 (판매),,,,,전라북도 장수군 계북면 임평리 152-1,,,,,,,,,,비활성
한성철공소,고객업체 (판매),,,,,,,,,,,,,,,비활성
생보뱅코리아 주식회사,고객업체 (판매),,이석우,제조업,연마재,"인천광역시 연수구 첨단대로 124번길 34(송도동, 생고뱅코리아)",,,,,,,,,,비활성
유일공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
안동철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
그린환경,고객업체 (판매),,,,,,,,,,,,,,,비활성
강진철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
터미널철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
오서철강,고객업체 (판매),,,,,,,,,,,,,,,비활성
대성철물건재공구,고객업체 (판매),,신용길,,,청주시 청원구 오창읍 두룡유리로1122,043-216-1424,043-216-1425,,,,,,,,비활성
대일방수포장,고객업체 (판매),,,,,,,,,,,,,,,비활성
늘봄철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
두산종합건재,고객업체 (판매),,김영수,건설업외,조경외,충청북도 진천군 덕산읍 용몽로 55,043-536-9898,043-536-9900,,,,,,,,비활성
주식회사오에스씨,고객업체 (판매),,남진명,제조업,전기기계,"경기도 시흥시 은행로 22(은행동,신창테크노타운 205호 -207호)",031-312-4451,031-312-4452,,,,,,,,비활성
현대상사,고객업체 (판매),,,,,,,,,,,,,,,비활성
군위종합공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
안계건재,고객업체 (판매),,,,,,,,,,,,,,,비활성
대성공업사,고객업체 (판매),,,,,,,,,,,,,,,비활성
신진선구,고객업체 (판매),,,,,,,,,,,,,,,비활성
진영ENG,고객업체 (판매),,,,,,,,,,,,,,,비활성
재현상사,혼합 (판매+구매),,박중현,도.소매,전기전자공구철물외,"대전 대덕구 대화로 160, 18-117",042-621-6363,,,,,,,,,비활성
계룡건축자재상사,고객업체 (판매),,안병우,,,대전시 유성구 자운동 21-1번지,042-863-2925,042-863-2926,,,,,,,,비활성
명성기계,고객업체 (판매),,허명석,,,충남 논산시 대교동 149번지,041-735-5868,,,,,,,,,비활성
초원농약농자재,고객업체 (판매),,강희철,,,충남 논산시 양촌면 매죽헌로 1694,041-742-8839,041-742-8837,,,,,,,,비활성
주암철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
한성농자재,혼합 (판매+구매),,이명숙,도소매외,파이프외,충북 영동군 영동읍 영동황간로 461,043-744-4508,043-745-7978,,,,,,,,비활성
삼화전기철물,고객업체 (판매),,정창웅,,,경남 통영시 무전동 375-8 (오복웨딩홀앞,055-648-5678,,,,,,,,,비활성
세일철물상사,고객업체 (판매),,김대현,,,경남 통영시 멘데해안길 17,055-645-4333,055-649-4333,,,,,,,,비활성
우주산업,고객업체 (판매),,전재훈,도매,고철,"대구광역시 서구 북비산로59,3층",,053-522-2825,,,,,,,,비활성
태전철물,고객업체 (판매),,최만순,,,충남 계룡시 두마면 팔거리로 124 계룡역앞,042-841-5937,,,,,,,,,비활성
연풍철물,고객업체 (판매),,현종태,,,충북 괴산군 연풍면 평촌리685,043-833-1637,,,,,,,,,비활성
부강기업,고객업체 (판매),,관리부장 김재민,,,충북 충주시 금가면 감가복길1,043-853-388,043-853-9822,,,,,,,,비활성
제일건재철물,고객업체 (판매),,김명영,,,충북 청주시 상당구 문의면 문의시내로 51-5(면사무소 정문앞),043-293-7102,,,,,,,,,비활성
병천농자재,고객업체 (판매),,김영건,,,충남 천안시 병천면 병천1로 87,041-562-8112,041-562-8111,,,,,,,,비활성
대한철물철강,고객업체 (판매),,이재철,,,충남 공주시 유구읍 석남 중앙2길 80-8,041-841-9001,041-841-6174,,,,,,,,비활성
부흥철물건재,고객업체 (판매),,한동엽,,,경기도 평택시 안중읍 송담2로 94,031-683-0998,031-683-0993,,,,,,,,비활성
에프엠컨테이너,고객업체 (판매),,최종형,제조업,소자장체(콘테이너),인천광역시 중구 축향대로118번길 189(항동7가),,0507-0328-7965,,,,,,,,비활성
동진안전공구,고객업체 (판매),,김인서,도소매외,안전용품외,"전라북도 군산시 새만금북로 201, 1층 101호(오식도동)",,,,,,,,,,비활성
서부종합건재,고객업체 (판매),,김용문,,,충남 홍성군 서부면 이호길 69,041-632-8094,,,,,,,,,비활성
아름다운철물점,고객업체 (판매),,박성진,,,충남 아산시 온천대로 1716,041-547-6777,041-547-9777,,,,,,,,비활성
태승철물상사,고객업체 (판매),,이순희,,,충남 아산시,041-548-9932,041-548-932,,,,,,,,비활성
선두농자재,고객업체 (판매),,,,,충남 아산시 영인면 영인로 337,041-531-8011,041-533-8049,,,,,,,,비활성
김순규,고객업체 (판매),,,,,전북 정읍시 동학로 43,,,,,,,,,,비활성
유니콘ENG,고객업체 (판매),,신동열,,,충남 금산군 금산읍 중도리 43-6번지,041-751-5445,041-751-5446,,,,,,,,비활성
은진테크,고객업체 (판매),,김성기,제조업,부품가공,충청북도 괴산군 괴산읍 대제산단5길 6,,,,,,,,,,비활성
삼진세이프티,매입업체 (구매),,박점식,도소매,단체복 안전용품,대전시 대덕구 대화로 160 3동 11호,042-670-6311,042-670-6313,,,,,,,,비활성
늘봄종합철물,고객업체 (판매),,임동술,,,충남 예산군 오가면 윤봉길로1983-30,041-332-3404,041-335-3404,,,,,,,,비활성
오가철물,고객업체 (판매),,,,,충남 예산군 예산로 8,041-334-6787,,,,,,,,,비활성
주식회사 한국테크원,고객업체 (판매),,김창환 김희섭,도매및소매업,건자재,경북 상주시 아리랑로 5 (복룡동),054-531-9456,054-531-9453,,,,,,,,비활성
하나테크,고객업체 (판매),,,,,3동,,,,,,,,,,비활성
우근건설주식회사,고객업체 (판매),,이사 서승진,창호 철물 시트판넬,,대전광역시 대덕구 오정로37번길 29,042-672-2800,042-672-2838,,,,,,,,비활성
우신기업,고객업체 (판매),201028-02,김동명,도매업 및 소매업,철물,전라남도 완도군 신지면 신리 568-1,,,,,,,,,,비활성
태양수도종합상사,고객업체 (판매),,,,,충남 태안군 태안읍 남문1리 581-2,041-674-0132,,,,,,,,,비활성
(주)인호테크,고객업체 (판매),,,,,,,,,,,,,,,비활성
한일공구모타,고객업체 (판매),201027-09,정상섭,도소매업,모터펌프외,강원도 화천군 화천읍 상승로 81,,,,,,,,,,비활성
한국기업 김정현,고객업체 (판매),,,,,,,,,,,,,,,비활성
두성전기,고객업체 (판매),201026-01,김영숙,도소매,전기재료외,강원도 동해시 부곡1길 23(부곡동),033-535-0470,033-533-0473,,,,,,,,비활성
삼원철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
풍산공업,고객업체 (판매),201025-01,선용덕,도소매외,농자재외,대전광역시 유성구 한밭대로259번길 73-3(노은동),042-824-1906,042-823-9497,,,,,,,,비활성
영성이엔지,고객업체 (판매),,,,,,,,,,,,,,,비활성
제일건재,고객업체 (판매),,,,,충주,,,,,,,,,,비활성
예성철강,고객업체 (판매),,,,,충주,,,,,,,,,,비활성
한웅,고객업체 (판매),201022-10,하재구,도매및소매업외,안전용품외,강원도 태백시 태백로 856(황지동),033-553-0622,033-553-0623,,,,,,,,비활성
홍천건재,고객업체 (판매),,,,,제천,,,,,,,,,,비활성
한성네온,고객업체 (판매),,김원태,제조업외,간판및광고물외,경기도 남양주시 진건읍 독정로성지2길 90,031-574-1538,031-528-1408,,,,,,,,비활성
대지공구,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)그리스,고객업체 (판매),,,,,,,,,,,,,,,비활성
대영정공,고객업체 (판매),,전강균,,,경기도 시흥시 정왕동 1267번지 시화공단2다 501호,031-497-6259,031-497-6505,,,,,,,,비활성
이성준,고객업체 (판매),,,,,경기 구리시 건원대로99번길112(동문굿모닝힐)104동 1002호,,,,,,,,,,비활성
동진건축자재백화점,고객업체 (판매),,,,,경상북도 울릉군 울릉읍 울릉순환로395,,,,,,,,,,비활성
서영테크,고객업체 (판매),,박윤구,도소매,안전장비외,충청남도 당진시 송산면 송산로 872,041-358-9910,02-2179-8509,,,,,,,,비활성
365종합산업,고객업체 (판매),,김은주,도매및소매업,안전용품외,충청남도 서천군 서면 서인로 745,041-953-3655,041-953-3605,,,,,,,,비활성
(주)동서울시스템공조,고객업체 (판매),201016-03,조영휘,도소매외,냉난방기외,경기도 화성시 동탄지성로 416-31(반월동),031-8005-7460,031-8005-7461,,,,,,,,비활성
디엠피정공,고객업체 (판매),201016-08,김정숙,제조,자동화기계,부산광역시 강서구 대저2동 4716-2 B동,,,,,,,,,,비활성
주식회사한솔농자재철강,고객업체 (판매),201016-01,"양동주,양승용",도소매외,농자재외,전라남도 보성군 벌교읍 채동선로 163,,061-857-3995,,,,,,,,비활성
리얼스틸,고객업체 (판매),,,,,청주,,,,,,,,,,비활성
현대철물(박병찬),고객업체 (판매),,,,,원주,,,,,,,,,,비활성
유성합판목재,고객업체 (판매),,,,,,,,,,,,,,,비활성
대진건축,고객업체 (판매),,,,,,,,,,,,,,,비활성
카드매출,고객업체 (판매),,,,,,,,,,,,,,,비활성
예림,고객업체 (판매),,김병규,도매,안전용품외,경기도 남양주시 경춘로 767,070-8874-6781,031-592-6784,,,,,,,,비활성
현대종합상사,고객업체 (판매),201013-02,김응구,소매업외,철물외,경상북도 경주시 외동읍 구어2산단로5길 63,054-624-0904,054-624-0982,,,,,,,,비활성
한성,고객업체 (판매),,,,,,,,,,,,,,,비활성
(주)동성조선,고객업체 (판매),,김수환,제조외,조선외,경상북도 포항시 남구 운하로 239(송도동),,,,,,,,,,비활성
세계가설재,고객업체 (판매),,조남숙,도매및소매업,건축자재,경상북도 포항시 남구 오천읍 세계리 603-2,,,,,,,,,,비활성
조선소(박병찬),고객업체 (판매),,,,,,,,,,,,,,,비활성
정스텐,고객업체 (판매),,,,,,,,,,,,,,,비활성
구례서성선,고객업체 (판매),,,,,,,,,,,,,,,비활성
관촌철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
건우하우징랜드,고객업체 (판매),,,,,김천 구미,054-437-1110,054-437-2288,,,,,,,,비활성
도개건재,고객업체 (판매),,,,,경북 구미시 도개면 도안로 139,,,,,,,,,,비활성
대영종합상사.,고객업체 (판매),201012-02,주경순,도매업외,철물외,충남 공주시 신관로 67,041-857-2003,041-857-5889,,,,,,,,비활성
대신금속,고객업체 (판매),,,,,,,,,,,,,,,비활성
신대종합상사,고객업체 (판매),201008-03,이일남,소매업외,"철물,공구외",전라남도 순천시 해룡면 상성길 25,061-722-4442,061-722-4472,,,,,,,,비활성
유제,고객업체 (판매),,,,,구룡포,,,,,,,,,,비활성
성광건재철물종합상사,고객업체 (판매),,김시정,도소매,건축자재외,경상북도 안동시 풍산읍 풍산중앙길 87,054-855-6060,054-855-6068,,,,,,,,비활성
만물종합상사,고객업체 (판매),,,,,안동,,,,,,,,,,비활성
부흥철물,고객업체 (판매),,,,,충남 태안군 고남면 안면대로 4236-1,,,,,,,,,,비활성
인면공사,고객업체 (판매),,,,,,,,,,,,,,,비활성
부흥건설,고객업체 (판매),,,,,,,,,,,,,,,비활성
거산툴,혼합 (판매+구매),,홍가람,,,대전 대덕구 대화로 160; 2동 122호,,,,,,,,,,비활성
고창철물,고객업체 (판매),,,,,,,,,,,,,,,비활성
수도엔지니어링주식회사,고객업체 (판매),200925-06,김남규,건설업외,기계설비공사외,"대구광역시 동구 옻골로8길 17, 1층(부동)",053-964-2461,053-964-6773,,,,,,,,비활성
창신건재,고객업체 (판매),200924-06,김주현,도.소매업외,"철물,건재외","경상북도 칠곡군 약목면 약목로7길 2, C동",054-973,054-976-0989,,,,,,,,비활성
인제종합건재,고객업체 (판매),,,,,인제,,,,,,,,,,비활성
의성농자재,고객업체 (판매),,,,,의성,,,,,,,,,,비활성
우리철물,고객업체 (판매),,,,,의성,,,,,,,,,,비활성
한양철강,고객업체 (판매),,,,,,,,,,,,,,,비활성
태안마트,고객업체 (판매),,,,,,,,,,,,,,,비활성
선진철물마트,고객업체 (판매),200921-05,배숙진,도.소매업,"철물,공구외",경상북도 문경시 여중3길 9(모전동),054-554-1704,054-554-1705,,,,,,,,비활성
